carat - קראט,cut - חיתוך,color - צבע,clarity - שקיפות / דרגת ניקיון,depth - עומק באחוזים,table - משטח עליון באחוזים,x - אורך מ''מ,y - רוחב מ''מ,z - גובה מ''מ,price - מחיר בדולרים,מחיר לקרט
0.78,Ideal,D,SI1,61.9,57.0,5.91,5.86,3.64,2799,3588.461538461538
0.6,Very Good,G,IF,61.6,56.0,5.43,5.46,3.35,2800,4666.666666666667
0.9,Good,I,SI2,62.2,59.0,6.07,6.11,3.79,2800,3111.111111111111
0.7,Premium,E,VS1,62.2,58.0,5.6,5.66,3.5,2800,4000.0000000000005
0.9,Very Good,I,SI2,61.3,56.0,6.17,6.23,3.8,2800,3111.111111111111
0.83,Ideal,G,SI1,62.3,57.0,5.99,6.08,3.76,2800,3373.4939759036147
0.83,Ideal,G,SI1,61.8,57.0,6.03,6.07,3.74,2800,3373.4939759036147
0.83,Very Good,H,SI1,62.5,59.0,5.95,6.02,3.74,2800,3373.4939759036147
0.74,Premium,G,VS1,62.9,60.0,5.74,5.68,3.59,2800,3783.7837837837837
0.79,Ideal,I,VS1,61.8,59.0,5.92,5.95,3.67,2800,3544.3037974683543
0.61,Ideal,G,IF,62.3,56.0,5.43,5.45,3.39,2800,4590.163934426229
0.76,Fair,G,VS1,59.0,70.0,5.89,5.8,3.46,2800,3684.2105263157896
0.96,Ideal,F,I1,60.7,55.0,6.37,6.41,3.88,2801,2917.7083333333335
0.73,Ideal,F,VS2,62.5,55.0,5.8,5.76,3.61,2801,3836.986301369863
0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,2801,3836.986301369863
0.75,Ideal,H,SI1,60.4,57.0,5.93,5.96,3.59,2801,3734.6666666666665
0.71,Premium,F,VS2,62.1,58.0,5.7,5.67,3.53,2801,3945.0704225352115
0.71,Good,F,VS2,57.8,60.0,5.9,5.87,3.4,2801,3945.0704225352115
0.71,Good,F,VS2,63.8,58.0,5.64,5.61,3.59,2801,3945.0704225352115
0.71,Premium,F,VS2,62.8,57.0,5.69,5.64,3.56,2801,3945.0704225352115
1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,2801,2693.2692307692305
1.0,Premium,J,SI2,62.3,58.0,6.45,6.34,3.98,2801,2801.0
0.87,Very Good,G,SI2,59.9,58.0,6.19,6.23,3.72,2802,3220.689655172414
0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,2802,5286.792452830188
0.72,Premium,E,VS2,63.0,55.0,5.79,5.61,3.59,2802,3891.666666666667
0.72,Premium,F,VS1,62.4,58.0,5.83,5.7,3.6,2802,3891.666666666667
0.7,Very Good,F,VS2,62.9,58.0,5.63,5.65,3.55,2803,4004.2857142857147
0.74,Very Good,E,SI1,63.5,56.0,5.74,5.79,3.66,2803,3787.837837837838
0.71,Ideal,G,VS2,61.3,56.0,5.75,5.71,3.51,2803,3947.887323943662
0.73,Ideal,E,SI1,60.6,54.0,5.84,5.89,3.55,2803,3839.72602739726
0.7,Good,G,VS1,65.1,58.0,5.56,5.59,3.63,2803,4004.2857142857147
0.71,Premium,F,VS2,62.6,58.0,5.7,5.67,3.56,2803,3947.887323943662
0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,2803,3947.887323943662
0.71,Premium,G,VS1,62.4,61.0,5.7,5.65,3.54,2803,3947.887323943662
0.77,Premium,G,VS2,61.3,57.0,5.93,5.88,3.62,2803,3640.2597402597403
0.71,Premium,G,VS2,59.9,60.0,5.81,5.77,3.47,2803,3947.887323943662
0.78,Premium,G,VS2,60.8,58.0,6.03,5.95,3.64,2803,3593.5897435897436
0.71,Very Good,G,VS1,63.5,55.0,5.66,5.64,3.59,2803,3947.887323943662
0.91,Ideal,D,SI2,62.2,57.0,6.21,6.15,3.85,2803,3080.21978021978
0.71,Very Good,E,VS2,63.8,58.0,5.62,5.66,3.6,2804,3949.2957746478874
0.71,Very Good,E,VS2,64.0,57.0,5.66,5.68,3.63,2804,3949.2957746478874
0.8,Very Good,E,SI2,62.5,56.0,5.88,5.96,3.7,2804,3505.0
0.7,Very Good,D,SI1,62.3,58.0,5.69,5.73,3.56,2804,4005.714285714286
0.72,Ideal,F,VS1,61.7,57.0,5.74,5.77,3.55,2804,3894.444444444445
0.72,Very Good,F,VS1,62.2,58.0,5.75,5.7,3.56,2804,3894.444444444445
0.82,Ideal,H,VS2,61.5,56.0,6.01,6.08,3.72,2804,3419.512195121951
0.7,Ideal,D,SI1,61.0,59.0,5.68,5.7,3.47,2804,4005.714285714286
0.72,Ideal,D,SI1,62.2,56.0,5.74,5.77,3.58,2804,3894.444444444445
0.72,Ideal,D,SI1,61.5,54.0,5.77,5.8,3.56,2804,3894.444444444445
0.9,Fair,I,SI1,67.3,59.0,5.93,5.84,3.96,2804,3115.5555555555557
0.74,Premium,F,VS2,61.7,58.0,5.85,5.78,3.59,2805,3790.5405405405404
0.74,Premium,F,VS2,61.9,56.0,5.8,5.77,3.58,2805,3790.5405405405404
0.73,Ideal,E,SI2,61.8,58.0,5.77,5.81,3.58,2805,3842.4657534246576
0.57,Fair,E,VVS1,58.7,66.0,5.34,5.43,3.16,2805,4921.0526315789475
0.73,Premium,F,VS2,62.5,57.0,5.75,5.7,3.58,2805,3842.4657534246576
0.72,Ideal,G,VS2,62.8,56.0,5.74,5.7,3.59,2805,3895.8333333333335
0.74,Fair,F,VS2,61.1,68.0,5.82,5.75,3.53,2805,3790.5405405405404
0.82,Good,G,VS2,64.0,57.0,5.92,5.89,3.78,2805,3420.7317073170734
0.81,Very Good,G,SI1,62.5,60.0,5.89,5.94,3.69,2806,3464.1975308641972
0.75,Very Good,H,VVS1,60.6,58.0,5.85,5.9,3.56,2806,3741.3333333333335
0.7,Ideal,F,SI1,61.6,55.0,5.72,5.74,3.53,2806,4008.571428571429
0.71,Very Good,F,VS1,62.2,58.0,5.66,5.72,3.54,2807,3953.5211267605637
0.71,Very Good,F,VS1,60.0,57.0,5.84,5.9,3.52,2807,3953.5211267605637
0.93,Premium,J,SI2,61.9,57.0,6.21,6.19,3.84,2807,3018.279569892473
0.8,Very Good,H,VS2,62.8,57.0,5.87,5.91,3.7,2808,3510.0
0.7,Very Good,F,VS1,62.0,57.0,5.64,5.71,3.52,2808,4011.4285714285716
1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,2808,2808.0
0.75,Very Good,G,VS2,63.4,56.0,5.78,5.74,3.65,2808,3744.0
0.58,Ideal,E,VVS2,60.9,56.0,5.41,5.43,3.3,2808,4841.379310344828
0.73,Very Good,D,SI1,63.1,57.0,5.74,5.7,3.61,2808,3846.5753424657537
0.81,Very Good,F,SI1,63.1,59.0,5.85,5.79,3.67,2809,3467.901234567901
0.81,Premium,D,SI2,59.2,57.0,6.15,6.05,3.61,2809,3467.901234567901
0.71,Premium,F,SI1,60.7,54.0,5.84,5.8,3.53,2809,3956.3380281690143
1.2,Fair,F,I1,64.6,56.0,6.73,6.66,4.33,2809,2340.8333333333335
0.7,Very Good,F,VS1,61.8,56.0,5.63,5.7,3.5,2810,4014.2857142857147
0.7,Very Good,F,VS1,59.9,60.0,5.77,5.84,3.48,2810,4014.2857142857147
0.74,Ideal,D,SI2,61.7,55.0,5.81,5.85,3.6,2810,3797.2972972972975
0.7,Good,F,VS1,62.8,61.0,5.57,5.61,3.51,2810,4014.2857142857147
0.8,Good,G,SI1,62.7,57.0,5.84,5.93,3.69,2810,3512.5
0.75,Very Good,F,SI1,63.4,58.0,5.72,5.76,3.64,2811,3748.0
0.83,Very Good,D,SI1,63.5,54.0,5.98,5.95,3.79,2811,3386.7469879518076
1.0,Fair,J,VS2,65.7,59.0,6.14,6.07,4.01,2811,2811.0
0.99,Fair,I,SI2,68.1,56.0,6.21,6.06,4.18,2811,2839.3939393939395
0.7,Very Good,G,VS1,63.0,60.0,5.57,5.64,3.53,2812,4017.1428571428573
0.7,Very Good,F,VS2,59.5,58.0,5.75,5.85,3.45,2812,4017.1428571428573
0.7,Good,E,SI1,63.5,59.0,5.49,5.53,3.5,2812,4017.1428571428573
0.7,Very Good,F,VS2,61.7,58.0,5.63,5.69,3.49,2812,4017.1428571428573
0.32,Premium,I,SI1,62.7,58.0,4.37,4.34,2.73,554,1731.25
0.32,Premium,I,SI1,62.8,58.0,4.39,4.34,2.74,554,1731.25
0.32,Ideal,I,SI1,62.4,57.0,4.37,4.35,2.72,554,1731.25
0.32,Premium,I,SI1,61.0,59.0,4.39,4.36,2.67,554,1731.25
0.32,Very Good,I,SI1,63.1,56.0,4.39,4.36,2.76,554,1731.25
0.32,Ideal,I,SI1,60.7,57.0,4.47,4.42,2.7,554,1731.25
0.3,Premium,H,SI1,60.9,59.0,4.31,4.29,2.62,554,1846.6666666666667
0.3,Premium,H,SI1,60.1,55.0,4.41,4.38,2.64,554,1846.6666666666667
0.3,Premium,H,SI1,62.9,58.0,4.28,4.24,2.68,554,1846.6666666666667
0.3,Very Good,H,SI1,63.3,56.0,4.29,4.27,2.71,554,1846.6666666666667
0.3,Good,H,SI1,63.8,55.0,4.26,4.2,2.7,554,1846.6666666666667
0.3,Ideal,H,SI1,62.9,57.0,4.27,4.22,2.67,554,1846.6666666666667
0.3,Very Good,H,SI1,63.4,60.0,4.25,4.23,2.69,554,1846.6666666666667
0.32,Good,I,SI1,63.9,55.0,4.36,4.34,2.78,554,1731.25
0.33,Ideal,H,SI2,61.4,56.0,4.85,4.79,2.95,554,1678.7878787878788
0.29,Very Good,E,VS1,61.9,55.0,4.28,4.33,2.66,555,1913.793103448276
0.29,Very Good,E,VS1,62.4,55.0,4.2,4.25,2.63,555,1913.793103448276
0.31,Very Good,F,SI1,61.8,58.0,4.32,4.35,2.68,555,1790.3225806451612
0.34,Ideal,H,VS2,61.5,56.0,4.47,4.5,2.76,555,1632.3529411764705
0.34,Ideal,H,VS2,60.4,57.0,4.54,4.57,2.75,555,1632.3529411764705
0.34,Ideal,I,VS1,61.8,55.0,4.48,4.52,2.78,555,1632.3529411764705
0.34,Ideal,I,VS1,62.0,56.0,4.5,4.53,2.8,555,1632.3529411764705
0.3,Ideal,G,VS1,62.3,56.0,4.29,4.31,2.68,555,1850.0
0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,555,1913.793103448276
0.35,Ideal,G,SI1,60.6,56.0,4.56,4.58,2.77,555,1585.7142857142858
0.43,Very Good,E,I1,58.4,62.0,4.94,5.0,2.9,555,1290.6976744186047
0.32,Very Good,F,VS2,61.4,58.0,4.37,4.42,2.7,556,1737.5
0.36,Ideal,I,VS2,61.9,56.0,4.54,4.57,2.82,556,1544.4444444444446
0.3,Ideal,G,VS2,62.0,56.0,4.28,4.3,2.66,556,1853.3333333333335
0.26,Ideal,E,VS1,61.5,57.0,4.09,4.12,2.52,556,2138.4615384615386
0.7,Very Good,F,VS2,62.3,58.0,5.64,5.72,3.54,2812,4017.1428571428573
0.7,Very Good,F,VS2,60.9,61.0,5.66,5.71,3.46,2812,4017.1428571428573
0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,2812,3960.56338028169
0.99,Fair,J,SI1,55.0,61.0,6.72,6.67,3.68,2812,2840.4040404040406
0.73,Premium,E,VS2,58.6,60.0,5.92,5.89,3.46,2812,3852.054794520548
0.51,Ideal,F,VVS1,62.0,57.0,5.15,5.11,3.18,2812,5513.725490196079
0.91,Premium,G,SI2,59.8,58.0,6.3,6.29,3.77,2813,3091.208791208791
0.84,Very Good,E,SI1,63.4,55.0,6.0,5.95,3.79,2813,3348.809523809524
0.91,Good,I,VS2,64.3,58.0,6.09,6.05,3.9,2813,3091.208791208791
0.76,Premium,E,SI1,62.2,59.0,5.86,5.81,3.63,2814,3702.6315789473683
0.76,Ideal,E,SI1,61.7,57.0,5.88,5.85,3.62,2814,3702.6315789473683
0.75,Premium,E,SI1,61.1,59.0,5.86,5.83,3.57,2814,3752.0
0.55,Very Good,D,VVS1,61.5,56.0,5.23,5.27,3.23,2815,5118.181818181818
0.76,Very Good,F,SI2,58.5,62.0,5.93,6.01,3.49,2815,3703.9473684210525
0.74,Premium,G,VS1,61.7,58.0,5.79,5.81,3.58,2815,3804.054054054054
0.7,Ideal,H,SI1,60.4,56.0,5.75,5.81,3.49,2815,4021.4285714285716
0.7,Ideal,H,SI1,61.4,56.0,5.7,5.76,3.52,2815,4021.4285714285716
0.7,Ideal,H,SI1,61.5,55.0,5.73,5.79,3.54,2815,4021.4285714285716
0.7,Ideal,H,SI1,61.4,56.0,5.72,5.77,3.53,2815,4021.4285714285716
0.9,Fair,J,VS2,65.0,56.0,6.08,6.04,3.94,2815,3127.777777777778
0.95,Fair,F,SI2,56.0,60.0,6.62,6.53,3.68,2815,2963.157894736842
0.89,Premium,H,SI2,60.2,59.0,6.26,6.23,3.76,2815,3162.921348314607
0.72,Premium,E,VS2,58.3,58.0,5.99,5.92,3.47,2815,3909.722222222222
0.96,Fair,E,SI2,53.1,63.0,6.73,6.65,3.55,2815,2932.291666666667
1.02,Premium,G,I1,60.3,58.0,6.55,6.5,3.94,2815,2759.8039215686276
0.78,Very Good,I,VVS2,61.4,56.0,5.91,5.95,3.64,2816,3610.25641025641
0.61,Ideal,G,VVS2,60.1,57.0,5.52,5.54,3.32,2816,4616.393442622951
0.71,Good,D,VS1,63.4,55.0,5.61,5.69,3.58,2816,3966.1971830985917
0.78,Premium,F,SI1,61.5,59.0,5.96,5.88,3.64,2816,3610.25641025641
0.87,Ideal,H,SI2,62.7,56.0,6.16,6.13,3.85,2816,3236.7816091954023
0.83,Ideal,H,SI1,62.5,55.0,6.04,6.0,3.76,2816,3392.7710843373497
0.71,Premium,E,SI1,61.3,56.0,5.78,5.73,3.53,2817,3967.605633802817
0.71,Ideal,I,VVS2,60.2,56.0,5.84,5.89,3.53,2817,3967.605633802817
0.71,Ideal,E,VS2,62.7,57.0,5.66,5.64,3.54,2817,3967.605633802817
0.71,Premium,E,VS2,62.3,58.0,5.69,5.65,3.53,2817,3967.605633802817
0.63,Ideal,F,VVS2,61.5,56.0,5.48,5.52,3.38,2817,4471.428571428572
0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2817,3967.605633802817
0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,2817,3967.605633802817
0.71,Ideal,E,SI1,61.3,55.0,5.77,5.72,3.52,2817,3967.605633802817
0.71,Premium,E,SI1,61.4,58.0,5.77,5.73,3.53,2817,3967.605633802817
0.9,Ideal,J,VS2,62.8,55.0,6.2,6.16,3.88,2817,3130.0
0.71,Good,E,SI1,62.8,64.0,5.6,5.54,3.5,2817,3967.605633802817
0.7,Premium,E,VS2,62.4,61.0,5.66,5.63,3.52,2818,4025.714285714286
0.7,Premium,E,VS2,59.3,60.0,5.78,5.73,3.41,2818,4025.714285714286
0.7,Premium,E,VS2,63.0,60.0,5.64,5.6,3.54,2818,4025.714285714286
1.0,Premium,H,I1,61.3,60.0,6.43,6.39,3.93,2818,2818.0
0.86,Premium,F,SI2,59.3,62.0,6.36,6.22,3.73,2818,3276.7441860465115
0.8,Ideal,H,SI1,61.0,57.0,6.07,6.0,3.68,2818,3522.5
0.7,Ideal,E,VS1,62.9,57.0,5.66,5.61,3.54,2818,4025.714285714286
0.7,Premium,E,VS1,59.6,57.0,5.91,5.83,3.5,2818,4025.714285714286
0.7,Premium,F,VS2,61.8,60.0,5.69,5.64,3.5,2818,4025.714285714286
0.7,Premium,E,VS1,62.7,57.0,5.68,5.64,3.55,2818,4025.714285714286
1.0,Fair,H,SI2,65.3,62.0,6.34,6.12,4.08,2818,2818.0
0.72,Very Good,G,VS1,63.8,58.0,5.64,5.68,3.61,2819,3915.277777777778
0.72,Ideal,H,VS1,62.3,56.0,5.73,5.77,3.58,2819,3915.277777777778
0.7,Good,F,VS1,59.7,63.0,5.76,5.79,3.45,2819,4027.1428571428573
0.86,Good,F,SI2,64.3,60.0,5.97,5.95,3.83,2819,3277.906976744186
0.71,Ideal,G,VS1,62.9,58.0,5.66,5.69,3.57,2820,3971.8309859154933
0.75,Ideal,E,SI1,62.0,57.0,5.8,5.78,3.59,2821,3761.3333333333335
0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,2821,3864.3835616438355
0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,2821,5322.641509433962
0.73,Premium,E,SI1,61.3,58.0,5.83,5.76,3.55,2821,3864.3835616438355
0.73,Good,E,SI1,63.6,57.0,5.72,5.7,3.63,2821,3864.3835616438355
0.73,Premium,E,SI1,59.6,61.0,5.92,5.85,3.51,2821,3864.3835616438355
0.73,Premium,E,SI1,62.2,59.0,5.77,5.68,3.56,2821,3864.3835616438355
0.73,Premium,D,SI1,61.7,55.0,5.84,5.82,3.6,2821,3864.3835616438355
0.73,Very Good,E,SI1,63.2,58.0,5.76,5.7,3.62,2821,3864.3835616438355
0.7,Premium,E,VS1,60.8,60.0,5.74,5.71,3.48,2822,4031.4285714285716
0.72,Premium,E,VS2,60.3,59.0,5.84,5.8,3.51,2822,3919.444444444445
0.72,Premium,E,VS2,60.9,60.0,5.8,5.76,3.52,2822,3919.444444444445
0.72,Premium,E,VS2,62.4,59.0,5.77,5.7,3.58,2822,3919.444444444445
0.7,Premium,E,VS2,60.2,60.0,5.73,5.7,3.44,2822,4031.4285714285716
0.6,Ideal,F,VVS2,62.0,55.0,5.37,5.4,3.34,2822,4703.333333333334
0.74,Ideal,I,VVS1,60.8,57.0,5.85,5.89,3.57,2822,3813.5135135135138
0.73,Ideal,F,SI1,62.1,55.0,5.75,5.78,3.58,2822,3865.753424657534
0.71,Premium,D,SI1,62.7,60.0,5.71,5.67,3.57,2822,3974.647887323944
0.71,Premium,D,SI1,61.3,58.0,5.75,5.73,3.52,2822,3974.647887323944
0.7,Premium,D,SI1,60.2,60.0,5.82,5.75,3.48,2822,4031.4285714285716
0.7,Ideal,D,SI1,60.7,56.0,5.75,5.72,3.48,2822,4031.4285714285716
0.9,Good,J,VS2,64.0,61.0,6.04,6.03,3.86,2822,3135.5555555555557
0.71,Ideal,D,SI1,60.2,56.0,5.86,5.83,3.52,2822,3974.647887323944
0.7,Premium,E,VS2,61.5,59.0,5.73,5.68,3.51,2822,4031.4285714285716
0.7,Premium,E,VS2,62.6,56.0,5.71,5.66,3.56,2822,4031.4285714285716
0.7,Ideal,D,SI1,59.7,58.0,5.82,5.77,3.46,2822,4031.4285714285716
0.7,Good,E,SI1,61.4,64.0,5.71,5.66,3.49,2822,4031.4285714285716
0.7,Ideal,D,SI1,62.5,57.0,5.62,5.59,3.51,2822,4031.4285714285716
0.7,Ideal,D,SI1,61.8,56.0,5.73,5.63,3.51,2822,4031.4285714285716
0.7,Premium,E,VS2,60.7,62.0,5.72,5.68,3.46,2822,4031.4285714285716
0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,2822,4031.4285714285716
0.7,Ideal,D,SI1,61.4,54.0,5.75,5.71,3.52,2822,4031.4285714285716
0.79,Very Good,D,SI2,62.8,59.0,5.86,5.9,3.69,2823,3573.417721518987
0.9,Good,I,SI1,63.8,57.0,6.06,6.13,3.89,2823,3136.6666666666665
0.71,Premium,E,VS2,62.3,58.0,5.71,5.66,3.54,2823,3976.056338028169
0.61,Ideal,E,VVS2,61.3,54.0,5.51,5.59,3.4,2823,4627.868852459016
0.9,Fair,H,SI2,65.8,54.0,6.05,5.98,3.96,2823,3136.6666666666665
0.71,Ideal,E,SI1,60.5,56.0,5.77,5.73,3.47,2823,3976.056338028169
0.71,Premium,D,VS2,61.2,59.0,5.74,5.69,3.5,2824,3977.4647887323945
0.77,Ideal,I,VVS2,62.1,57.0,5.84,5.86,3.63,2824,3667.5324675324673
0.74,Good,E,VS1,63.1,58.0,5.73,5.75,3.62,2824,3816.2162162162163
0.82,Ideal,F,SI2,62.4,54.0,6.02,5.97,3.74,2824,3443.9024390243903
0.82,Premium,E,SI2,60.8,60.0,6.05,6.03,3.67,2824,3443.9024390243903
0.71,Premium,G,VS1,62.2,59.0,5.73,5.66,3.54,2825,3978.8732394366198
0.83,Premium,H,SI1,60.0,59.0,6.08,6.05,3.64,2825,3403.6144578313256
0.73,Very Good,G,VS1,62.0,57.0,5.75,5.8,3.58,2825,3869.8630136986303
0.83,Premium,H,SI1,62.5,59.0,6.02,5.95,3.74,2825,3403.6144578313256
1.17,Premium,J,I1,60.2,61.0,6.9,6.83,4.13,2825,2414.5299145299145
0.91,Fair,H,SI2,61.3,67.0,6.24,6.19,3.81,2825,3104.395604395604
0.73,Premium,E,VS1,62.6,60.0,5.75,5.68,3.58,2826,3871.232876712329
0.7,Good,E,VS1,57.2,59.0,5.94,5.88,3.38,2826,4037.1428571428573
0.9,Premium,I,SI2,62.2,59.0,6.11,6.07,3.79,2826,3140.0
0.7,Premium,E,VS1,62.2,58.0,5.66,5.6,3.5,2826,4037.1428571428573
0.7,Very Good,D,VS2,63.3,56.0,5.6,5.58,3.54,2826,4037.1428571428573
0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42,2826,4037.1428571428573
0.9,Very Good,I,SI2,63.5,56.0,6.17,6.07,3.88,2826,3140.0
0.78,Premium,F,SI1,60.8,60.0,5.97,5.94,3.62,2826,3623.076923076923
0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,2826,2943.75
0.7,Very Good,D,SI1,62.3,59.0,5.67,5.7,3.54,2827,4038.571428571429
0.72,Good,D,VS2,64.0,54.0,5.68,5.7,3.64,2827,3926.388888888889
0.79,Premium,H,VVS2,62.6,58.0,5.96,5.9,3.71,2827,3578.481012658228
0.7,Ideal,H,VVS1,61.6,57.0,5.69,5.74,3.52,2827,4038.571428571429
0.7,Ideal,H,VVS1,62.3,55.0,5.66,5.7,3.54,2827,4038.571428571429
0.7,Ideal,D,SI2,60.6,57.0,5.74,5.77,3.49,2828,4040.0000000000005
1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,2828,2800.0
0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,2829,3929.166666666667
0.8,Good,E,SI2,63.7,54.0,5.91,5.87,3.75,2829,3536.25
0.59,Ideal,E,VVS1,62.0,56.0,5.36,5.38,3.33,2829,4794.9152542372885
0.72,Ideal,F,VS1,61.7,57.0,5.77,5.74,3.55,2829,3929.166666666667
0.75,Premium,E,SI2,61.9,57.0,5.88,5.82,3.62,2829,3772.0
0.8,Premium,E,SI2,60.2,57.0,6.05,6.01,3.63,2829,3536.25
0.71,Very Good,E,VS2,62.7,59.0,5.65,5.7,3.56,2830,3985.9154929577467
0.77,Very Good,H,SI1,61.7,56.0,5.84,5.89,3.62,2830,3675.3246753246754
0.97,Ideal,F,I1,60.7,56.0,6.41,6.43,3.9,2830,2917.5257731958764
0.53,Ideal,F,VVS1,60.9,57.0,5.23,5.29,3.19,2830,5339.622641509433
0.53,Ideal,F,VVS1,61.8,57.0,5.16,5.19,3.2,2830,5339.622641509433
0.8,Ideal,I,VS2,62.1,54.4,5.94,5.99,3.7,2830,3537.5
0.9,Premium,G,SI1,60.6,62.0,6.21,6.13,3.74,2830,3144.4444444444443
0.76,Very Good,E,SI2,60.8,60.0,5.89,5.98,3.61,2831,3725.0
0.72,Ideal,E,SI1,62.3,57.0,5.7,5.76,3.57,2831,3931.944444444445
0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,2831,3774.6666666666665
0.72,Premium,E,SI1,62.1,58.0,5.73,5.76,3.57,2831,3931.944444444445
0.79,Ideal,G,SI1,61.8,56.0,5.93,5.91,3.66,2831,3583.5443037974683
0.72,Very Good,F,VS2,62.5,58.0,5.71,5.75,3.58,2832,3933.3333333333335
0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2832,3112.087912087912
0.71,Premium,G,VVS2,62.1,57.0,5.75,5.65,3.54,2832,3988.7323943661972
0.81,Premium,G,SI1,63.0,60.0,5.87,5.81,3.68,2832,3496.296296296296
0.82,Ideal,H,SI1,62.5,57.0,5.91,5.97,3.71,2832,3453.658536585366
0.71,Premium,F,VS1,62.2,58.0,5.72,5.66,3.54,2832,3988.7323943661972
0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,2832,3146.6666666666665
0.8,Very Good,I,VS2,62.0,58.0,5.86,5.95,3.66,2833,3541.25
0.56,Very Good,E,IF,61.0,59.0,5.28,5.34,3.24,2833,5058.928571428571
0.7,Very Good,D,VS2,59.6,61.0,5.77,5.8,3.45,2833,4047.1428571428573
0.7,Ideal,D,VS2,61.0,57.0,5.74,5.76,3.51,2833,4047.1428571428573
0.61,Ideal,F,VVS2,61.7,55.0,5.45,5.48,3.37,2833,4644.262295081968
0.85,Ideal,H,SI2,62.5,57.0,6.02,6.07,3.78,2833,3332.9411764705883
0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,2833,4047.1428571428573
0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,2834,3542.5
0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,2834,3542.5
0.51,Very Good,D,VVS1,59.9,58.0,5.16,5.19,3.1,2834,5556.862745098039
0.53,Ideal,F,VVS1,61.4,57.0,5.2,5.23,3.2,2834,5347.169811320755
0.78,Ideal,I,VS2,61.8,55.0,5.92,5.95,3.67,2834,3633.333333333333
0.9,Very Good,J,SI1,63.4,54.0,6.17,6.14,3.9,2834,3148.8888888888887
0.9,Fair,G,SI2,65.3,59.0,6.07,6.0,3.94,2834,3148.8888888888887
0.77,Ideal,E,SI2,60.7,55.0,6.01,5.95,3.63,2834,3680.5194805194806
0.73,Ideal,F,VS1,61.2,56.0,5.89,5.81,3.58,2835,3883.5616438356165
0.63,Ideal,F,VVS2,61.9,57.0,5.47,5.51,3.4,2835,4500.0
0.7,Ideal,E,VS2,61.5,54.0,5.7,5.75,3.52,2835,4050.0000000000005
0.72,Ideal,E,VS2,62.8,57.0,5.71,5.73,3.59,2835,3937.5
0.72,Ideal,E,SI1,61.0,57.0,5.78,5.8,3.53,2835,3937.5
0.75,Premium,F,VS2,59.6,59.0,6.04,5.94,3.57,2835,3780.0
0.82,Very Good,H,SI1,60.7,56.0,6.04,6.06,3.67,2836,3458.536585365854
0.71,Good,E,VS2,62.8,60.0,5.6,5.65,3.53,2836,3994.366197183099
0.7,Premium,E,VS1,62.6,59.0,5.69,5.66,3.55,2837,4052.857142857143
0.7,Ideal,E,VS1,61.8,56.0,5.74,5.69,3.53,2837,4052.857142857143
0.71,Ideal,F,SI1,59.8,53.0,5.86,5.82,3.49,2838,3997.1830985915494
0.76,Very Good,H,SI1,60.9,55.0,5.92,5.94,3.61,2838,3734.2105263157896
0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,2838,3460.9756097560976
0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,2838,3941.666666666667
0.7,Premium,F,VS2,62.3,58.0,5.72,5.64,3.54,2838,4054.2857142857147
0.7,Premium,F,VS2,61.7,58.0,5.69,5.63,3.49,2838,4054.2857142857147
0.7,Premium,G,VS1,62.6,55.0,5.73,5.64,3.56,2838,4054.2857142857147
0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,2838,4054.2857142857147
0.7,Very Good,E,SI1,63.5,59.0,5.53,5.49,3.5,2838,4054.2857142857147
0.7,Premium,F,VS2,60.9,61.0,5.71,5.66,3.46,2838,4054.2857142857147
0.7,Premium,F,VS2,59.5,58.0,5.85,5.75,3.45,2838,4054.2857142857147
0.7,Premium,G,VS1,63.0,60.0,5.64,5.57,3.53,2838,4054.2857142857147
0.74,Very Good,E,SI1,60.0,57.0,5.85,5.89,3.52,2839,3836.4864864864867
0.71,Ideal,F,VS1,61.5,57.0,5.74,5.71,3.52,2839,3998.5915492957747
